exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles,dynamic_stabilizer_muscles,antagonist_stabilizer_muscles
Lever Straight-leg Lying Hip Extension,Auxiliary,Isolated,Pull,['Hamstrings'],"['Gluteus Maximus', 'Adductor Magnus']","['Erector Spinae', 'Trapezius, Middle', 'Rhomboids', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[''],"['Rectus Abdominis', 'Obliques']"
Cable Bent-over Leg Curl,Basic or Auxiliary,Compound,Pull,['Hamstrings'],"['Gastrocnemius', 'Gracilis', 'Sartorius', 'Iliopsoas', 'Tensor Fasciae Latae', 'Popliteus']","['Gluteus Medius', 'Gluteus Minimus']",['Rectus Femoris'],['Tibialis Anterior']
Suspended Hanging Leg Hip Raise,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis', 'Obliques']",[''],['Rectus Femoris\xa0(see notes)'],['']
Cable Pushdown (forward leaning),Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],[''],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[''],['Erector Spinae']
Single Leg Squat (with leg back),Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']","['Hamstrings', 'Gastrocnemius']","['Rectus Abdominis', 'Obliques']"
Rear Neck Bridge,Basic or Auxiliary,Isolated,Pull,['Splenius'],"['Trapezius, Upper', 'Levator Scapulae', 'Sternocleidomastoid, Posterior Fibers', 'Erector Spinae', 'Gluteus Maximus', 'Quadriceps']",['No significant stabilizers'],[''],['']
Push-up (on knees),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']","['Serratus Anterior', 'Pectoralis Minor', 'Rectus Abdominis', 'Obliques']","['Biceps Brachii, Short Head']",['Erector Spinae']
Cable One Arm Rear Lateral Raise,Auxiliary,Isolated,Pull,"['Deltoid, Posterior']","['Deltoid, Lateral', 'Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Triceps Brachii', 'Wrist Extensors', 'Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Obliques']",[''],['']
Barbell Block Pull,Basic or Auxiliary,Compound,Pull,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Hamstrings (above knees)', 'Soleus']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']","['Hamstrings (below knees)', 'Gastrocnemius']","['Rectus Abdominis', 'Obliques']"
Weighted Vertical Leg-Hip Raise (Bosu support),Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis', 'Obliques']","['Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Trapezius, Lower']",['Rectus Femoris'],['']
Lever Barbell Close Grip Bench Press (plate loaded),Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[''],['Biceps Brachii'],['']
Lever Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],['None'],"['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']",[''],['']
Lever Lying Hip Extension (plate loaded),Auxiliary,Isolated,Push,['Gluteus Maximus'],['Adductor Magnus'],[],['Hamstrings'],['Rectus Abdominis']
Lever Decline Chest Press (plate loaded),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",['']
Alternating Bird Dog,Auxiliary,Isolated,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Trapezius, Lower', 'Trapezius, Middle', 'Deltoid, Anterior', 'Deltoid, Lateral']","['Gluteus medius', 'Gluteus minimus', 'Piriformis', 'Obturator externus', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Serratus Anterior', 'Triceps Brachii']",['Hamstrings'],['']
Barbell Rear Lunge,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']","['Hamstrings', 'Gastrocnemius']",['']
Dumbbell Straight Leg Deadlift,Basic,Compound,Pull,['Erector Spinae'],"['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[''],"['Rectus Abdominis', 'Obliques']"
Band-assisted Archer Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['Triceps Brachii'],"['Triceps, Long Head']",['']
Lever Seated Close Grip Press,Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[''],['Biceps Brachii'],['']
Medicine Ball Overhead Throw Sit-up (machine),Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Aductor Brevis', 'Obliques', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Triceps, Long Head']",['Tibialis Anterior'],[''],['']
Sled Horizontal Grip Standing Chest Dip,Basic,Compound,Push,"['Pectoralis Major, Sternal']","['Deltoid, Anterior', 'Triceps Brachii', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi', 'Teres Major']","['Trapezius, Lower']",[''],['']
Lever 45° Calf Press (plate loaded),Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],['No significant stabilizers'],[''],['']
Cable Lying Leg Raise,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']",['Rectus Femoris'],['']
Cable Alternating Close Grip Pulldown,Basic or Auxiliary,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",[''],"['Biceps Brachii', 'Triceps, Long Head']",['']
Machine-assisted Chest Dip (kneeling),Basic,Compound,Push,"['Pectoralis Major, Sternal']","['Deltoid, Anterior', 'Triceps Brachii', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi', 'Teres Major']","['Trapezius, Lower']",[''],['']
Hanging Hyperextension,Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Latissimus Dorsi', 'Pectoralis Major, Sternal', 'Triceps, Long Head', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Minor']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']",[''],['']
Barbell Incline Bench Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']",['Synergists'],[''],"['Biceps Brachii, Short Head']",['']
Incline Push-up (on bar),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']","['Rectus Abdominis', 'Obliques', 'Pectoralis Minor', 'Serratus Anterior', 'Quadriceps', 'Gastrocnemius', 'Soleus']","['Biceps Brachii, Short Head']",['Erector Spinae']
Weighted Sissy Squat,Auxiliary,Isolated,Push,['Quadriceps'],['None'],"['Gluteus Maximus', 'Soleus', 'Gastrocnemius', 'Rectus Abdominis', 'Obliques']",[''],['']
Cable Pushdown (with rope attachment),Auxiliary,Isolated,Push,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors', 'Flexor Carpi Ulnaris', 'Extensor Carpi Ulnaris']",[''],['Erector Spinae']
Cable Close Grip Pulldown (stirrups),Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",[''],"['Biceps Brachii', 'Triceps, Long Head']",['']
Roman Chair Sit-up,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']",[''],['']
Cable Incline Fly,Auxiliary,Isolated,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Biceps Brachii, Short Head']","['Biceps Brachii', 'Brachialis', 'Triceps Brachii', 'Wrist Flexors']",[''],['']
Suspended Single Leg Curl (leg flexed),Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']",[' (see comments)'],[''],"['Tibialis Anterior', 'Rectus Abdominis', 'Obliques']"
Lever Bent-over Hip Extension,Auxiliary,Isolated,Push,['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[''],['Rectus Abdominis']
Barbell Straight Leg Deadlift,Basic,Compound,Pull,['Erector Spinae'],"['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[''],"['Rectus Abdominis', 'Obliques']"
Twisting Crunch (arms crossed),Auxiliary,Isolated,Pull,['Obliques'],"['Rectus Abdominis', 'Psoas Major']",[''],[''],['']
Cable Reverse Fly,Auxiliary,Isolated,Pull,"['Deltoid, Posterior']","['Deltoid, Lateral', 'Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Triceps Brachii', 'Wrist Extensors', 'Erector Spinae']",[''],"['Rectus Abdominis', 'Obliques']"
Barbell Rear Delt Row,Basic or Auxiliary,Compound,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']",['Biceps Brachii'],"['Rectus Abdominis', 'Obliques']"
Lever Full Squat (plate loaded),Basic,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']","['Hamstrings', 'Gastrocnemius']","['Rectus Abdominis', 'Obliques']"
Lever Behind Neck Press (plate loaded),Basic,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']","['Triceps, Long Head']",['']
Dumbbell Push Crunch,Auxiliary,Isolated,Push,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Triceps Brachii']",[''],['']
Incline Crunch (arms down),Auxiliary,Isolated,Pull,['Rectus Abdominis'],['Obliques'],['Tibialis Anterior'],[''],['']
Cable Bent-over Triceps Extension (with rope attachment),Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Extensor Carpi Ulnaris', 'Flexor Carpi Ulnaris', 'Rectus Abdominis', 'Obliques']",[''],['Erector Spinae']
Lever Shoulder Internal Rotation (plate loaded),Auxiliary,Isolated,Pull,['Subscapularis'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major']",['Serratus Anterior'],[''],['']
Lever Sliding Split Squat (plate loaded),Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadriceps (rear leg)']","['Hamstrings', 'Gastrocnemius']",['']
Cable Pushdown (with back support),Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[''],['Erector Spinae']
Cable Wide Grip Straight Back Seated Row,Basic or Auxiliary,Compound,Pull,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Biceps Brachii', 'Triceps, Long Head']","['Rectus Abdominis', 'Obliques']"
Dumbbell One Arm Seated Lateral Raise,Auxiliary,Isolated,Pull,"['Deltoid, Lateral']","['Deltoid, Anterior', 'Supraspinatus', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[''],['']
Suspended Self-assisted Triceps Dip,Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']",['Biceps Brachii'],['']
Cable Lying Hip Adduction,Auxiliary,Isolated,Pull,"['Adductors, Hip']","['Pectineus', 'Gracilis']","['Iliopsoas', 'Rectus Femoris', 'Tensor Fasciae Latae', 'Sartorius', 'Rectus Abdominis', 'Obliques']",[''],['']
Dumbbell Single Leg Split Squat,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']","['Hamstrings', 'Gastrocnemius']",['']
Lever Close Grip Bench Press (plate loaded),Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[''],['Biceps Brachii'],['']
Cable Twist (down up),Auxiliary,Isolated,Pull,['Target'],"['Tensor fasciae latae', 'Gluteus medius', 'Gluteus minimus, anterior fibers', 'Adductors, Hip', 'Psoas major', 'Quadratus lumborum', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Rectus Abdominis', 'Erector Spinae', 'Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Trapezius, Upper', 'Trapezius, Middle', 'Trapezius, Lower', 'Levator Scapulae', 'Rhomboids', 'Deltoid, Posterior', 'Deltoid, Lateral', 'Supraspinatus', 'Triceps, Long Head', 'Quadriceps', 'Gluteus Maximus', 'Gastrocnemius', 'Soleus']",[''],['']
Dumbbell Pullover (on arched bench),Auxiliary,Isolated,Push,"['Pectoralis Major, Sternal']","['Latissimus Dorsi', 'Teres Major', 'Triceps, Long Head', 'Deltoid, Posterior', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae']","['Triceps Brachii', 'Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[''],['']
Barbell Shrug,Basic,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae'],[''],['']
Sled 45° Reverse Calf Raise (on hack press),Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],['None'],['No significant stabilizers'],[''],['']
Dumbbell Prone Incline Curl,Auxiliary,Isolated,Pull,['Brachialis'],"['Biceps Brachii', 'Brachioradialis']","['Wrist Flexors', 'Trapezius, Middle', 'Rhomboids']",[''],['']
Weighted 45° Hyperextension,Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",['See comments'],[''],['']
Lever Standing Hip Extension,Auxiliary,Isolated,Push,['Gluteus Maximus'],"['Hamstrings', 'Adductor Magnus']","['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[''],['Rectus Abdominis']
Cable Seated High Row,Basic,Compound,Pull,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Biceps Brachii', 'Triceps, Long Head']",['']
Lever Wide Grip Seated Row,Basic,Compound,Pull,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",[''],"['Biceps Brachii', 'Triceps, Long Head']",['']
Lever Seated Twist,Auxiliary,Isolated,Pull,['Obliques'],"['Psoas major', 'Quadratus lumborum', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Deltoid, Anterior', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Deltoid, Posterior', 'Latissimus Dorsi', 'Triceps, Long Head', 'Adductors, Hip (side of rotating direction)']",[''],['']
Sled Hack Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],['None'],['No significant stabilizers'],[''],['']
Weighted Vertical Leg Raise (on parallel bars),Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Latissimus Dorsi', 'Deltoid, Posterior', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Trapezius, Lower', 'Triceps Brachii']",['Rectus Femoris'],['']
Barbell Bench Press (with chains),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",[''],"['Biceps Brachii, Short Head']",['']
Cable Side Bend,Auxiliary,Isolated,Pull,['Obliques'],"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']",[''],['']
Lever Donkey Calf Raise,Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],"['Serratus Anterior', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[''],['']
Cable Stiff Leg Deadlift,Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[''],"['Rectus Abdominis', 'Obliques']"
Pull-up (open-centered bar),Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",[''],"['Triceps, Long Head']",['']
Lever Close Grip T-bar Row (plate loaded),Basic,Compound,Pull,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']","['Biceps Brachii', 'Triceps, Long Head']","['Rectus Abdominis', 'Obliques']"
Lever Pullover (plate loaded),Auxiliary,Isolated,Pull,['Latissimus Dorsi'],"['Pectoralis Major, Sternal', 'Pectoralis Minor', 'Triceps, Long Head', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae']","['Trapezius, Lower']",[''],['']
Sled Single Leg Lying Leg Press (plate loaded),Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']","['Hamstrings', 'Gastrocnemius']",['']
Barbell Pullover,Auxiliary,Isolated,Pull,['Latissimus Dorsi'],"['Pectoralis Major, Sternal', 'Triceps, Long Head', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Minor']","['Triceps Brachii', 'Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[''],['']
Barbell Reclined Triceps Extension,Basic or Auxiliary,Isolated,Push,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[''],['']
Cable Single Leg Reverse Calf Raise,Auxiliary,Isolated,Pull,['Tibialis Anterior'],['None'],['No significant stabilizers'],[''],['']
Bird Dog,Auxiliary,Isolated,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Trapezius, Lower', 'Trapezius, Middle', 'Deltoid, Anterior', 'Deltoid, Lateral']","['Gluteus medius', 'Gluteus minimus', 'Piriformis', 'Obturator externus', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Serratus Anterior', 'Triceps Brachii']",['Hamstrings'],"['Rectus Abdominis', 'Obliques']"
