exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Suspended Pull Through,Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Triceps Brachii', 'Levator Scapulae', 'Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major']"
"45° Hyperextension (across bench, arms crossed)",Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",[]
Cable Bar Standing Chest Press,Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii', 'Pectoralis Minor']",['']
Lever Hip Thrust,Auxiliary,Isolated,Push,['Gluteus Maximus'],['Quadriceps'],['Erector Spinae']
Trap Bar Deadlift,Basic,Compound,Pull,[' '],"['Gluteus Maximus', 'Adductor Magnus', 'Quadriceps', 'Soleus']","['Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']"
Self-assisted Squat,Basic,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['']
Lever Reclined Shoulder Press (plate loaded),Basic,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Suspended Self-assisted Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Middle', 'Trapezius, Lower', 'Pectoralis Minor']",['']
Weighted Side Bend (on stability ball),Auxiliary,Isolated,Pull,['Obliques'],"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",[]
Cable Alternating Seated Pushdown,Auxiliary,Isolated,Push,['Triceps Brachii'],[],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Wrist Flexors']"
Self-assisted Single Leg Squat (bar),Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Erector Spinae']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques', 'Rectus Abdominis']"
Barbell Front Squat,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Deltoid, Anterior', 'Deltoid, Lateral', 'Supraspinatus', 'Pectoralis Major, Clavicular', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Trapezius, Lower', 'Serratus Anterior']"
Hanging Leg-Hip Raise,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis', 'Obliques']",['']
Alternating Bird Dog,Auxiliary,Isolated,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Trapezius, Lower', 'Trapezius, Middle', 'Deltoid, Anterior', 'Deltoid, Lateral']","['Gluteus medius', 'Gluteus minimus', 'Piriformis', 'Obturator externus', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Serratus Anterior', 'Triceps Brachii']"
Barbell Guillotine Bench Press,Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Anterior']",['']
Inverted Row,Basic or Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus']"
Weighted Lying Hip Adduction,Auxiliary,Isolated,Pull,"['Adductors, Hip']","['Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers']","['Adductors, Hip']"
Suspended Bent-knee Inverted Row,Basic or Auxiliary,Compound,Pull,[],"['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Gluteus Maximus']"
Lever Alternating Incline Chest Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Lever Single Leg Split Squat (plate loaded),Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']"
Band-assisted Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['']
Lever Alternating Leg Extension,Auxiliary,Isolated,Push,['Quadriceps'],[],"['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Sled 45° Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],[],[]
Lever Alternating Single Leg Split V-Squat,Auxiliary,Compound,Push,[],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Lever Seated Rear Lateral Raise (plate loaded),Auxiliary,Isolated,Pull,"['Deltoid, Posterior']",[],"['Triceps Brachii', 'Wrist Extensors']"
Lever Seated Calf Press,Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],[]
Leg Curl (on power wheel),Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']","['Gluteus Maximus', 'Erector Spinae']"
Cable One Arm Rear Lateral Raise,Auxiliary,Isolated,Pull,"['Deltoid, Posterior']","['Deltoid, Lateral', 'Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Triceps Brachii', 'Wrist Extensors', 'Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Obliques']"
Weighted Decline Sit-up,Basic or Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']"
Dumbbell Alternating Incline Front Raise,Auxiliary,Isolated,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Serratus Anterior', 'Wrist Extensors']"
Barbell Incline Triceps Extension,Basic,Isolated,Push,['Triceps Brachii'],[],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Wrist Flexors']"
Suspended Jack-knife,Basic or Auxiliary,Compound,Pull,['Rectus Abdominis'],"['Obliques', 'Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Pectoralis Major', 'Serratus Anterior', 'Deltoid, Anterior', 'Triceps Brachii', 'Quadriceps']"
Dumbbell Lateral Step-up,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Barbell Step-up,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Dumbbell One Arm Lateral Raise,Auxiliary,Isolated,Pull,"['Deltoid, Lateral']","['Deltoid, Anterior', 'Supraspinatus', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']"
Cable Seated Shoulder Internal Rotation,Auxiliary,Isolated,Pull,['Subscapularis'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Anterior']","['Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Wrist Flexors']"
"Single Leg Straight Hip Leg Curl (on stability ball, leg extended)",Basic or Auxiliary,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Sartorius', 'Gracilis', 'Popliteus']","['Gluteus Maximus', 'Erector Spinae', 'Quadriceps']"
Dumbbell Straight Leg Deadlift,Basic,Compound,Pull,['Erector Spinae'],"['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']","['Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
Lever Forearm Supination/Pronation,Auxiliary,Isolated,Pull / Push,[],['Biceps Brachii'],['']
Lever Standing Preacher Curl,Auxiliary,Isolated,Pull,['Brachialis'],"['Biceps Brachii', 'Brachioradialis']",['Wrist Flexors']
Cable Bar Upright Row,Basic,Compound,Pull,"['Deltoid, Lateral']","['Deltoid, Anterior', 'Supraspinatus', 'Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Infraspinatus', 'Teres Minor']","['Trapezius, Upper', 'Levator Scapulae']"
Seated Leg Raise,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques']"
Barbell Rear Lunge,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Suspended Hyperextension,Basic or Auxiliary,Compound,Pull,['Hamstrings'],"['Erector Spinae', 'Gluteus Maximus', 'Adductor Magnus']","['Deltoid, Anterior', 'Deltoid, Lateral', 'Supraspinatus', 'Trapezius, Lower', 'Trapezius, Middle', 'Serratus Anterior', 'Triceps Brachii']"
Lever Decline Chest Press,Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",['']
Cable Alternating Close Grip Pulldown,Basic or Auxiliary,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Bent Knee Side Plank,Auxiliary,Isolated,Push,['Obliques'],[''],"['Gluteus Medius', 'Gluteus Minimus', 'Tensor Fasciae Latae', 'Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Adductors, Hip', 'Pectineus', 'Gluteus Maximus, Lower Fibers', 'Latissimus dorsi', 'Pectoralis major', 'Pectoralis minor', 'Levator Scapulae']"
Archer Pull-up,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Minor']",['Triceps Brachii']
Dumbbell Walking Lunge,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Tibialis Anterior', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Machine-assisted Chest Dip (kneeling),Basic,Compound,Push,"['Pectoralis Major, Sternal']","['Deltoid, Anterior', 'Triceps Brachii', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi', 'Teres Major']","['Trapezius, Lower']"
Lever Seated Crunch (arm bar),Auxiliary,Isolated,Pull,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']"
Lever Alternating Bent-over Leg Curl,Basic or Auxiliary,Isolated,Pull,['Hamstrings'],[],"['Gluteus Medius', 'Gluteus Minimus']"
Lever Roller Wrist Flexion,Auxiliary,Isolated,Push,['Wrist Flexors'],[],[]
45° Hyperextension (arms crossed),Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",[]
Lever Shrug,Basic,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Lever Push Pull (plate loaded),Power,Compound,Push & Pull,[''],[''],['']
Lever Seated Gripless Shrug,Auxiliary,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",[]
Weighted Incline Crunch,Auxiliary,Isolated,Pull,['Rectus Abdominis'],['Obliques'],['Tibialis Anterior']
Cable One Arm Front Raise (with rope),Auxiliary,Isolated,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Flexor Carpi Radialis', 'Extensor Carpi Radialis']"
Lever Calf Extension (plate loaded),Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],[]
"Side Bend (on stability ball, arms up)",Auxiliary,Isolated,Pull,['Obliques'],"['Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",[]
Lever Parallel Grip Incline Chest Press,Basic or Auxiliary,Compound,Push,[],"['Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",['']
45° Hyperextension (arms up),Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",[]
Weighted Hyperextension,Basic or Auxiliary,Compound,Pull,['Hamstrings'],"['Erector Spinae', 'Gluteus Maximus', 'Adductor Magnus']",[]
Lever Preacher Curl (plate loaded),Auxiliary,Isolated,Pull,['Brachialis'],"['Biceps Brachii', 'Brachioradialis']",['Wrist Flexors']
Lever Barbell Shrug (plate loaded),Basic,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Cable Lying Straight Leg-Hip Raise,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Adductor Brevis', 'Rectus Femoris', 'Obliques']",['']
Incline Sit-up,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']",['Tibialis Anterior']
Lever Seated Forearm Pronation,Auxiliary,Isolated,Push,['Pronators'],[],[]
Sled Standing Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],[],"['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Smith Stiff Leg Deadlift,Basic or Auxiliary,Compound,Pull,['Gluteus Maximus'],"['Erector Spinae', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
Dumbbell Reclined Shoulder Press,Basic,Compound,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular']","['Trapezius, Upper', 'Levator Scapulae']"
Lever Kneeling Leg Curl,Basic,Isolated,Pull,['Hamstrings'],"['Gastrocnemius', 'Gracilis', 'Sartorius', 'Popliteus']","['Gluteus Medius', 'Gluteus Maximus']"
Cable Lateral Neck Flexion (with belt),Auxiliary,Isolated,Pull,['Sternocleidomastoid'],['Synergists'],['']
Dumbbell Wrist Curl,Basic or Auxiliary,Isolated,Pull,['Wrist Flexors'],[],[]
Self-assisted Single Leg Reclining Squat (pole),Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Erector Spinae']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques', 'Rectus Abdominis']"
Incline Twisting Sit-up,Basic,Compound,Pull,['Obliques'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Rectus Abdominis']",['Tibialis Anterior']
Weighted Bench Dip,Basic,Compound,Push,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']"
Lever Deadlift (plate loaded),Basic,Compound,Pull,['Target'],"['Gluteus Maximus', 'Adductor Magnus', 'Quadriceps', 'Soleus']","['Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']"
Sled Donkey Calf Raise,Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],"['Serratus Anterior', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']"
Cable Single Leg Split Squat,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']"
Barbell Zercher Squat,Basic or Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Deltoid, Anterior', 'Deltoid, Lateral', 'Supraspinatus', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Trapezius, Lower', 'Serratus Anterior', 'Biceps Brachii', 'Brachialis', 'Brachioradialis']"
Sled 45° Calf Raise (plate loaded),Basic,Isolated,Push,['Gastrocnemius'],['Soleus'],[]
Vertical Leg Raise,Auxiliary,Isolated,Pull,['Iliopsoas'],"['Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Rectus Abdominis', 'Obliques', 'Latissimus Dorsi', 'Pectoralis Minor', 'Pectoralis Major, Sternal', 'Trapezius, Lower']"
Lever Seated Leg Press (plate loaded),Basic,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']",['']
Barbell Seated Military Press,Basic,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Dumbbell Single Leg Squat,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus', 'Erector Spinae']","['Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques', 'Rectus Abdominis']"
Barbell Reclined Shoulder Press,Basic,Compound,Push,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Cable Concentration Curl,Auxiliary,Isolated,Pull,['Brachialis'],"['Biceps Brachii', 'Brachioradialis']","['Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae', 'Obliques', 'Erector Spinae', 'Wrist Flexors']"
Lever Single Leg Seated Leg Press,Auxiliary,Compound,Push,['Quadriceps'],"['Gluteus Maximus', 'Adductor Magnus', 'Soleus']",['']
Lever Lying Hip Adduction,Auxiliary,Isolated,Pull,"['Adductors, Hip']","['Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers']",[]
45° Hyperextension (hands behind hips),Basic or Auxiliary,Compound,Pull,['Erector Spinae'],"['Gluteus Maximus', 'Hamstrings', 'Adductor Magnus']",[]
Lever Close Grip Pulldown,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Smith Incline Shoulder Raise,Auxiliary,Isolated,Push,['Serratus Anterior'],"['Pectoralis Major, Clavicular']","['Deltoid, Anterior', 'Triceps Brachii']"
Romanian Deadlift,Power,Compound,Pull,[''],[''],['']
Smith Reverse Calf Raise,Basic or Auxiliary,Isolated,Pull,['Tibialis Anterior'],[],[]
Cable Rear Delt Row (stirrups),Basic or Auxiliary,Compound,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']"
Single Leg Hip Thrust,Auxiliary,Isolated,Push,['Gluteus Maximus'],['Adductor Magnus'],['Stabilizers']
Incline Push-up (on bar),Basic or Auxiliary,Compound,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']","['Rectus Abdominis', 'Obliques', 'Pectoralis Minor', 'Serratus Anterior', 'Quadriceps', 'Gastrocnemius', 'Soleus']"
Dumbbell Pullover (on apparatus),Auxiliary,Isolated,Push,"['Pectoralis Major, Sternal']","['Latissimus Dorsi', 'Teres Major', 'Triceps, Long Head', 'Deltoid, Posterior', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae']","['Triceps Brachii', 'Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']"
Lever Single Leg Seated Tibia Raise (plate loaded),Auxiliary,Isolated,Pull,['Tibialis Anterior'],[],[]
Weighted Incline Crunch (arms crossed),Auxiliary,Isolated,Pull,['Rectus Abdominis'],['Obliques'],['Tibialis Anterior']
Cable Stiff Leg Deadlift,Basic or Auxiliary,Compound,Pull,['Gluteus Maximus'],"['Erector Spinae', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']"
